GENE_NAME	human.mean
ABAT	4.9875
CAMK1D	1.9525
RBFOX1	29.435
LYSMD4	4.865
WBP2NL	0.14
NKX2-5	130.7875
AFMID	17.5425
GAS6	180.5375
FREM3	0.0025
BEGAIN	0.5125
FAM43B	2.865
CSMD1	0.0825
CALHM3	0.02
PTGDR2	3.32
CEP57L1	2.125
FANCF	0.9425
GABRR3	0.0125
C2CD4C	1.285
EDN1	1.9325
PRR36	0.055
DDX41	24.135
ABHD16B	4.9275
CCDC60	0.015
CCBE1	1.57
MLLT10	8.4275
ZNF623	3.1525
CCDC125	2.15
REC114	0.2975
BCOR	6.48
JRKL	1.8725
CABCOCO1	0.095
OVCH2	0
SYNDIG1L	0.1025
FHL3	8.05
PMCH	0
TMEM89	0.0625
C19orf71	2.1875
CCDC159	13.845
RIPK4	0.0475
ADCYAP1R1	2.3625
LRIT3	0.04
GRIN2A	1.2175
URAD	0
ASB7	1.8
SH2D7	0.06
GPR132	0.815
FGF20	0
MEX3B	1.5975
FAM46C	2.74
COA5	18.815
UTP11	12.615
PSMG1	9.4825
PRR14L	2.855
ACSM5	2.8075
C10orf120	0.0175
IZUMO1R	0
PCBP3	1.45
P2RY10	0.0625
PGPEP1L	0.725
ZNRF3	2.01
FBXL7	13.1825
GKN2	0
FAM167B	6.8025
MRPL54	31.7425
ITM2A	44.495
ZNF438	5.5225
HMCES	25.205
CCR3	0.0125
RP1L1	0.2875
C11orf88	0.0475
MARCH11	2.2625
KLHL25	2.1175
NRDC	61.7275
FAM19A1	0.0375
GPR1	0.305
RFLNB	5.9575
EFHC2	4.2875
NOG	0.1475
OPCML	0.1875
CMTM4	3.0925
TMEM50A	47.02
NPBWR1	0.01
CBX6	10.3825
MACC1	0.3375
TBL3	16.6475
ACP7	0.55
KREMEN1	11.805
TRAIP	0.7725
CHEK2	1.8825
FOXL2	0.015
KCTD16	0.0325
B3GALT5	0.0125
ZNF703	18.4075
SLC35F3	0.01
TUBA8	66.995
EMILIN3	3.6525
TNRC6C	5.74
OLFML1	3.425
CCR4	0.165
ANKRD45	0.1525
MAATS1	0.55
CBFA2T2	3.665
FAM3B	0.11
IQGAP3	0.2025
TOB2	32.4
SCN5A	32.01
ARSI	0.2425
LRRC55	0.085
BRINP1	0.1125
DNAH2	0.165
SH2D1A	0.1975
SDR42E2	0.02
PRKX	3.035
KCNH8	0.1025
PP2D1	0.0625
NPB	0
ITCH	7.6
ST6GALNAC3	1.98
TMPRSS2	0.16
DENND5A	53.475
VPS33B	3.215
TBX1	1.075
ADAP2	3.1525
FAM120C	2.335
PKD2L2	0.56
NIPSNAP1	9.57
CNTN2	0.235
LRTOMT	3.995
KCNQ3	0.2375
ADRA2C	7.195
NR2C2AP	5.3475
TP53INP2	48.4225
CRELD2	25.035
GPR173	0.9475
SNRNP35	27.55
DGAT2L6	0
SDF4	93.55
IRAK1	23.87
CMSS1	12.225
OLIG1	0.0525
PCDH9	2.7
OAF	28.79
ALDH1A3	6.45
HIST2H2AC	1.2675
KCNK12	0.26
HIST2H2AB	0.125
ENPP4	6.68
USH1C	0.14
MYH7B	71.7725
POU6F1	9.5675
TM2D3	31.45
TSSC4	24.6525
TACSTD2	0.26
SIX6	0
PRKD1	1.755
ZDHHC23	0.6975
BPIFB2	0
SLIT3	12.2325
EFNA5	4.5575
MAP7D2	0.16
CSF1	19.8225
TP73	0.1025
COLEC10	0.6
ACTRT3	0.3175
PLA2G6	15.235
MAML2	1.45
SS18L1	8.4
COPB2	25.4775
LRRC19	0.0625
TOLLIP	48.6875
KNTC1	1.6825
CCR10	2.92
NCMAP	0.205
BPIFC	0.01
WDR27	8.0125
TXNRD2	20.1575
FOXO4	19.94
POU3F2	0.1025
PTP4A3	450.6775
UBE2D4	20.17
TMEM255B	11.0525
GAST	0
NUTM1	0.015
HDDC3	11.09
DHRS7C	32.73
CLUL1	0.0475
DUSP8	11.585
SOCS3	46.4775
SLITRK6	0.065
LPAR5	3.015
XPOT	6.115
TMEM173	39.1675
PDE4B	4.58
FAM19A3	0.0425
RUNX1T1	5.6625
C14orf180	38.8725
SNN	18.31
KCNH7	0.0075
NELL2	0.145
MED12	13.9875
SEPT9	55.1425
CDH17	0.1425
AMER1	1.1275
ZBTB40	3.9725
CLDN6	0.0875
LRRC26	0.025
SERINC4	0.3925
FAM110C	0.665
ATL3	5.075
NDUFA12	184.645
UBE2G2	41.875
SATL1	1.0825
OSBP2	5.71
TUSC5	2.54
FKBP7	6.1
PRR16	4.51
TMED9	58.1025
DRD1	0.0075
SDR42E1	0.43
RBM33	9.9525
BTBD6	23.735
OSBPL6	1.2575
H1FX	40.2575
RBM43	0.63
IMMP2L	7.595
JAG2	27.24
FMNL1	10.025
PTRHD1	13.5325
WT1	2.3125
SLC1A3	31.3575
NOC4L	8.3925
NDUFA6	172.035
CHRM5	0.0575
SORCS2	0.675
TMEM121	2.025
TMEM106A	1.45
SIVA1	52.9325
XRCC5	53.235
DGAT1	38.465
RFX6	0
AP3M1	7.9075
F8	20.0625
CA13	1.425
UBOX5	1.915
MAFF	10.855
LXN	2.46
BRF1	11.27
LRRC14B	17.3725
SEMA4B	28.48
NELFA	11.1475
SLC24A3	0.82
SGCZ	0
EFCAB10	0.2275
MKNK1	19.9575
FLRT2	1.0725
INTS5	5.01
MANEAL	0.995
ADSSL1	111.485
FAF1	20.7225
MYADML2	1.495
TNS1	164.2925
HSF1	101.6025
PURA	16.7125
INPP5J	8.865
NPY2R	0.0225
MFSD6L	0.0125
DDX51	7.6875
NRBP2	15.845
PRSS57	0.0675
TNFAIP2	27.2475
MC2R	0.0425
RAB11B	162.6425
PRMT3	5.13
PRPF39	7.0475
PPIL6	1.385
UBALD2	53.1775
TEX33	0.0375
CDNF	2.5475
NOTUM	0.3225
KLHL33	0.4775
GALNT17	26.245
CDC14A	0.87
ZBTB37	0.91
NUPR2	0.055
CCDC137	5.3
ARL15	7.1925
SCN10A	0.02
CDK10	20.825
SOCS1	3.45
TCN2	14.975
GAS2L1	13.985
ATP6V0A2	5.1425
TEDC1	3.875
HGS	36.835
TNFAIP8L1	3.48
RAD51D	3.26
MAPK11	8.1575
TARSL2	11.965
IFNLR1	0.79
FAM174B	6.5925
ZSWIM9	5.3525
TMEM179B	16.5375
PARPBP	0.2975
ROR1	3.6725
MUC1	3.57
FAAP100	8.5975
L3MBTL1	3.985
CIC	16.8725
LMNTD2	0.2325
PDE6G	0.18
NR2F2	35.7175
DLK1	9.8375
TLCD2	1.5175
LSAMP	6.6325
OLFML2A	8.5325
DBX2	0.1075
FAM212A	1.7825
PDIA2	1.445
LMLN	2.23
P4HB	279.02
PSMD13	53.2025
FDFT1	40.0925
PBX1	24.465
SHC4	2.81
ZFP36L1	80.8325
NTF3	0.665
BRWD1	6.895
POU3F1	0.08
SNAI3	1.3775
MORN5	0.035
C6orf201	0.1625
MYBL1	1.0875
C16orf52	5.3725
DRG1	34.23
OPHN1	2.435
ANKFY1	9.925
YTHDF3	19.4375
NRG3	0.015
SRL	127.735
CXorf38	2.07
KCNQ5	0.08
AFM	0
KCNIP4	0.1975
WDR53	4.015
IKZF1	0.86
PCYT2	31.24
NAT8L	0.92
GNB1L	1.665
CCDC190	0.2725
TMPRSS11B	0.03
THNSL1	1.32
TRIM69	36.905
SCGN	2.2375
PRSS38	0
LAMP1	80.03
POMK	0.9675
C16orf54	0.215
KLHDC8B	51.3525
KLHL34	1.2525
SETD4	3.93
RTN4RL1	1.4
TBXA2R	2.745
CARMIL1	2.305
CALHM1	0.0375
NKAIN3	0
IRS2	10.21
FAM186A	0.12
PGM1	119.4925
BICD2	15.545
TMLHE	12.335
GRK1	0.125
RASA3	6.55
LRCH3	9.2725
LEMD1	0.025
DDX1	44.59
ATP4B	0
DLEU7	0.0125
TAL2	0.07
C15orf41	62.97
ZPBP2	0.1025
DNM2	82
KRT5	0.2975
GSAP	2.965
AGBL4	0.2075
CYP2R1	3.93
ANKRD46	8.11
PIP5K1C	19.82
TEX38	0.12
EPB41L2	39.7675
ZBTB6	1.425
C2orf76	4.1825
UBL4B	0.0475
RIMS1	0.1475
CCDC84	9.765
BCL9L	26.0375
KIF18B	0.405
FFAR4	0.17
BPIFB3	0
BPIFB4	0.1
EDARADD	0.3925
MOXD1	1.2775
SLC51B	0.23
SOWAHB	0.0025
KLHL32	0.4625
MKL2	6.175
GPAT2	4.4025
TOR3A	7.7175
GABRA5	0.035
PPP1CC	99.7175
OR10T2	0
PRELID2	2.21
BACE1	10.7125
RGS9BP	1.5975
TMEM212	2.74
SLC36A3	0.02
SLC36A2	0.2825
THBS2	17.2075
RXRA	31.89
ANKRD37	13.9925
NUDT17	2.3325
KIAA1024L	0.085
KRT26	0
CCDC30	0.55
NKRF	1.785
KEAP1	62.89
GLDN	3.185
KPNA4	24.1225
TRDN	118.22
RGS7BP	0.6175
MYT1L	0.06
PTPRH	0.4875
ZNF396	0.5525
TMEM222	18.3175
ARHGAP30	2.8125
SMYD4	3.9925
FOXD2	0.0725
GPATCH8	8.5375
CEACAM19	6.2975
NF2	10.595
DCT	0.065
SPATC1	0.74
UBE2H	35.415
HPDL	0.1425
FSD2	17.7575
ARAP1	33.3375
KIF24	0.1925
SLC35C2	12.5075
C17orf58	4.0125
BCDIN3D	1.51
CYP27C1	0.1675
LYRM7	5.54
CCDC73	0.01
MPPED1	0.0075
FSCN2	0.19
FOXE3	0.0075
HYAL3	1.655
VSIG10L	0.4825
ZNF397	5.7775
EPHA6	0.0725
TPCN1	46.96
TNFRSF4	4.3425
HEXIM1	8.65
SELENOV	0
KRT14	0.1175
TRABD2A	0.5975
PDZD7	0.5425
POFUT2	7.9925
SCTR	0.1975
ERCC6L	0.055
TMEM17	0.7175
TNFRSF18	0.185
FGF3	0
C1QL4	0
ZDHHC17	8.2375
RFX3	0.7425
SERPINA11	0
P2RY4	0.045
ZNF395	13.385
ZACN	2.02
PPARA	13.77
TMEM232	0.1675
EFCAB6	0.3
RIF1	2.27
KANK3	23.3975
EMID1	0.53
ESPN	0.75
PNLIPRP1	0.08
PTRH1	13.5975
GPR141	0.11
TMPRSS6	0.0575
TMPRSS11A	0.02
C3orf70	0.8025
TEAD1	15.4775
ENTPD5	2.92
MITF	18.1225
SLC4A4	2.335
HEATR4	0.4125
SLIT1	0.0625
LYPD6	0.0575
VSTM2B	0
ANGPTL5	0.8325
SMARCA2	30.98
SHTN1	1.2825
SESTD1	9.1925
FNBP1	8.1925
DYNC2H1	1.79
KRT12	0.0175
RDH8	0
RSBN1L	2.9625
NPSR1	0
WDR86	1.17
EPOR	7.125
DCC	0.035
SESN1	19.375
CHP1	29.5725
KCNJ11	12.8
CDHR4	0.28
COL4A1	52.165
PLEKHG7	0
GJA4	41.47
MID2	1.68
HSPA14	6.585
ATP13A5	0.0275
SIRT7	9.2825
AGMO	0.255
SBK2	2.12
TLR5	0.9875
USP7	23.4975
NANOS3	0.595
NHLRC1	0.49
PLEKHN1	0.4375
ZNF385C	0.3425
TET3	0.655
COL5A3	6.7175
MYMK	0
SAMD11	0.93
PERM1	59.9675
C5orf52	0
HAPLN4	0.015
ERC2	0.3625
B3GLCT	6.41
SPRY4	7.855
TRPV2	9.63
AC112484.1	0.0975
C2orf88	6.085
TMEM203	19.6825
SLC18A3	0.025
KBTBD12	7.8325
THSD4	20.9425
DNAJB13	0.115
GABRD	0.425
NHEJ1	3.625
FANCA	2.635
SECISBP2	11.22
CPB2	0.01
OR52B6	0.1675
SEMA4D	11.08
LIN28B	0
FAM69C	4.3475
DNAH17	0.9225
MCRS1	45.8825
TMEM72	0.0075
COX10	16.2475
CHRNA3	0.1725
CARD9	1.0275
PEAR1	9.9875
TMEM202	0
HELT	0
TMEM220	7.56
PLSCR3	21.14
EIF4EBP1	23.6625
P2RX2	0.015
CCDC157	0.915
TTC24	0.06
FYB2	5.2125
CNOT4	7.5275
LRRC74B	0.14
DMBT1	0.0025
LCN10	26.1275
LDLRAD2	2.1075
PSEN1	9.3525
CYHR1	38.8975
COL14A1	5.3875
DNER	0.7925
CPSF4L	0.1075
PLA2G2C	0.07
ZSCAN23	0.5425
RINL	3.1
TPRG1	1.745
CPOX	9.285
MORN2	10.8
RILPL1	47.95
C19orf67	0.035
ARL4C	2.09
CLDND1	35.055
WNT7B	0.025
PRSS45	1.7075
PLA2G4E	0.0675
EYS	0.47
MOK	9.1075
C6orf132	1.3375
TMEM215	0.005
COL4A5	1.935
AGRN	13.86
NHS	0.4525
OTOG	0.025
FAM166A	0.37
ZC3H6	1.775
LAMTOR4	95.185
PRKAR1B	16.0475
DCUN1D3	4.2925
RBL1	0.835
HYKK	1.405
C15orf62	0.695
RUFY4	0.0825
LRRIQ4	0.02
C3orf62	2.825
ENO4	0.1575
SLC38A3	4.9625
FOCAD	5.87
PRR19	0.3525
IGSF9B	5.75
JAKMIP3	0.5175
SELL	1.2825
NDC80	0.445
CERKL	0.2675
SLC24A5	0.0925
IER5L	6.9525
INSC	0.485
SERPINA5	2.4775
C19orf54	3.5325
LCTL	0.0825
NCCRP1	0.1175
KRTDAP	0
AP4E1	1.9075
COL25A1	0.4175
FAM83G	0.755
DUSP28	5.6275
NBR1	30.2225
RALGAPA2	4.26
NDOR1	3.7475
RSBN1	2.995
PAQR9	5.9425
NANOS1	3.32
HMX3	0
MAGI3	1.63
S100A16	34.135
IDO2	0.0475
SLC4A5	1.06
AFP	0.4275
UROS	37.2375
ZDHHC9	9.1875
DUPD1	0.2575
OSTN	0.115
VWC2	3.5375
FAM221A	2.0225
TMEM120B	3.6225
COL4A4	2
RBM34	16.785
NOXA1	2.1875
BCL2L15	0.1175
OPTC	0.0125
PLET1	0.07
ADRB3	0.045
TCF7	1.1675
SKOR1	0.115
CATSPER4	0
PRELP	40.55
PLA2G2E	0
TMCO2	0.035
SHISA6	0.42
TMEM201	8.22
OSTM1	14.05
HMX2	0
SNTN	0.105
CNR2	0.1025
SLX4	1.0225
GLRA4	0.0175
ENTPD8	0.02
BEND4	0.015
FAM78B	1.5075
CDH7	0.035
TMC3	0.06
FBF1	3.31
MSL1	21.1375
LRRK2	1.325
BSX	0
GJB3	0.095
FAM196A	0.065
IMPG2	0.0425
HACD4	0.6675
MSANTD1	0.2575
AADACL3	0.0125
NELFB	29.245
PCNP	44.925
LRRC66	0.51
ZNF292	3.175
KCTD21	4.565
ADAT2	0.83
ANKDD1B	0.0775
EXD2	5.6075
RNF222	0.0675
RELN	0.675
APOD	745.005
ARID2	2.365
SF3B3	44.7225
IL1RAPL2	0.0075
SP6	0.3975
NKAPL	1.91
FSCB	0.015
CLDN4	0.25
MEF2C	13.2125
JPT1	13.475
S100A13	108.715
PCDH18	3.7675
MAOA	58.71
PTPRC	2.52
GJB5	0.0925
FHIT	5.7825
ALKAL2	1.0725
LIN54	2.0275
FAM180A	4.1625
CACNA1S	0.0025
S100A14	1.485
KAZN	2.03
TOGARAM2	12.345
NEMP2	0.875
KIAA0408	0.64
MMP23B	26.785
SH2D5	0.0275
RASSF10	0.11
GJB4	0.005
SYCP2	0.6025
IL1RAP	2.43
PTPRT	0.04
MYBPC1	2.48
PAX5	0.0225
SPOCK3	0.2725
TDRD7	3.275
CCDC189	0.5775
KIAA0895L	10.8375
MYT1	0.1475
SPATS2L	44.55
STK17B	2.29
WDSUB1	3.3925
S100A4	67.85
PLEKHG4	0.75
FAT4	1.675
KIF19	0.3725
STK40	31.29
TMEM63A	13.735
CTSE	0.0975
SEMA4A	0.7975
SRGAP3	2.1675
FAM217B	3.61
SUPT5H	60.1125
XPNPEP3	6.06
OR10S1	0
GRM7	0.0275
SUPT3H	1.3025
ATP2A1	0.3675
STK31	0.1775
NLGN3	0.49
JMJD4	5.5925
CPNE4	13.005
NTNG2	1.94
ELAVL3	0.465
LONP1	80.4325
TRRAP	4.7575
FUT4	0.765
DUSP12	5.9925
ASB13	8.55
SLC35F1	1.9175
PTPN1	16.4925
EVL	32.6475
AACS	10.0425
THEM5	0.085
EPHB4	23.3275
PRTN3	0.66
TSC22D2	8.1175
CRYBA4	0.0325
ASMT	0.0425
KIAA0141	46.7625
YRDC	2.8425
ZNF777	4.145
PIK3R4	5.605
RFX8	0.19
FGF16	0.045
SLC13A1	0
SIAH1	11.3925
C20orf96	2.865
ESRRG	7.4575
IPO4	7.285
NCOR2	83.3075
PRPF40A	13.645
GDAP2	2.5075
CADPS2	5.05
ANAPC7	23.23
AFAP1	3.6525
MYO18A	138.6625
BORCS6	8.035
MAN2A2	54.16
MME	2.2275
CCDC196	0.0725
CACNA1H	7.88
SULF2	29.54
LAMA2	33.2125
PLXNB2	36.3025
AJAP1	0.0725
XRCC2	0.3525
MYO6	3.7825
MKL1	11.2675
SEMA3F	14.7
ARHGAP44	4.1375
HDAC2	22.465
TCF4	16.2475
WNK3	0.15
SDHAF3	14.9775
RABL6	52.14
ZKSCAN5	2.1675
HSPB11	4.8825
SLC30A10	0.1525
TECPR2	9.605
FAM180B	0.1975
ERI2	3.2525
TOMM7	196.7425
HSH2D	0.7225
ZNF512B	4.7975
ALKAL1	0
DAPK1	2.1075
ATP8B1	2.1275
POU3F4	0.005
TLE1	8.535
MAML3	0.7875
STRN3	12.3175
CHRNG	0
IL12RB2	0.28
MVB12B	3.45
C6orf106	55.88
ARID5A	20.1325
PPTC7	20.88
KRT39	0
TOMM20L	0.1425
NHLRC2	8.2875
SMARCD3	40.36
KIAA1211L	3.7125
LAMB3	1.385
KPNA5	1.6075
ARHGEF12	22.9325
HCAR1	0.385
PDLIM7	42.8225
WDR70	6.5075
TMEM26	0.03
FAM3C	20.59
NOP9	10.62
SLC39A10	2.705
AP2A1	54.03
FUT11	14.0325
ANXA4	18.0875
FYB1	0.97
SERTAD1	7.4025
ZNF398	2.27
ANXA6	121.8375
GMFB	7.005
SIGLEC15	0.245
MAFG	11.91
ARRDC1	22.66
KIAA1671	3.0925
KRT35	0
IGF2R	27.1375
GAL3ST4	1.24
SLC6A17	0.145
STRADB	28.03
ZGPAT	15.505
SLC25A29	19.355
PGAP1	1.2925
SRC	4.715
PCNX3	7.3875
ACSL5	6.0475
LRRC8B	0.8775
ELAC2	32.91
BZW1	19.6825
ABCB8	10.89
SND1	40.4125
NEK5	0.1025
PSMD12	26.66
ADGRA1	0.03
PIWIL2	0.345
CYSRT1	0.44
SLC22A4	1.2425
PGR	1.815
TBC1D9B	35.25
KANK2	205.0825
GTF2E2	7.07
IL27	0.04
GUCA2A	0
SYNGAP1	3.505
FITM2	48.5375
BLM	7.27
TRIM33	5.0675
LRP10	41.765
PELI1	4.2925
ME2	24.27
MRPL21	56.5025
FBXL22	3.7825
C5orf22	5.24
HTT	7.675
OR6N1	0
C5AR1	5.5025
DCHS2	0.025
VEPH1	0.3675
OR51D1	0
CCNT2	5.43
IPP	5.755
OR13G1	0
MAP3K5	9.7125
OGDHL	0.9575
CYP2F1	0.2025
STMN3	7.595
FAM135A	2.48
PDGFA	14.0925
COL13A1	0.7475
ZNF628	2.2675
SLC2A10	1.545
RPF2	7.815
SLC28A3	0.15
FAM177B	0.1175
MIB2	70.98
COL19A1	0.46
OR6Y1	0
MYO5A	2.665
GZMM	0.64
ATG7	5.395
SIPA1L1	3.165
SSPO	0.4275
ELANE	2.285
RAB40C	9.425
PIGN	5.26
TOPORS	3.4525
BCO2	33.8375
ENTPD6	49.27
DMBX1	0.0325
OR11L1	0
ENPP1	0.845
CCDC154	1.04
C5orf42	1.43
MFAP5	26.01
CDC42SE1	20.9825
PDCD1LG2	0.935
SCIN	0.1625
SPTAN1	48.085
NMB	3.2425
PARVA	39.885
KLHL14	0.0475
KCNK2	0.075
PHF2	11.4675
LHFPL5	0.3475
HOXC6	0.105
TXNRD3	2.055
STPG3	0.1025
MAP1LC3C	0.28
SERTAD4	0.6425
EME2	3.17
KLHDC1	3.595
OR52M1	0
CCDC180	1.4175
SLC9A8	3.2625
TRAF5	1.6525
OCLN	0.4475
C4orf22	0.0525
FAM212B	8.04
ADAMTSL2	4.945
SGTB	1.19
ZNF790	2.405
FAM49A	1.5675
MYO1C	86.92
MRPL22	32.665
NKIRAS1	7.36
KIF13B	2.9375
NRAP	327.1225
GEMIN5	3.645
TEAD4	11.0575
SPG7	45.6225
HES5	0.29
ERO1A	6.635
PLCG2	3.205
FCHSD1	3.895
DNM3	0.7375
OPRK1	0.055
MBP	8.0225
ELOVL2	1.8025
KEL	0.235
NFE2L1	363.955
IRAK4	2.2775
CCDC151	0.575
DLGAP2	0.025
ZNF335	4.9575
MAK16	4.2375
SEMA5B	2.235
ZNF667	1.5575
GRK6	11.7125
MARCH5	12.4625
ZBTB14	2.53
CD2AP	3.445
GSK3B	9.095
SFI1	6.2325
TMPRSS11F	0
TOR4A	6.6125
HIBCH	8.0025
ITGB5	84.2525
TMEM229B	0.5375
MAN1A2	5.9575
SVIP	7.9975
DDRGK1	34.06
ERC1	9.6825
RPS6KL1	7.485
CACNA1E	1.2075
QRICH1	14.835
CSF2RA	1.7225
DDX42	32.755
XPO1	18.295
HELZ	4.44
TMEM116	13.7975
UCKL1	40.9725
OR5B21	0
CARD11	0.42
SDAD1	6.08
ZKSCAN8	3.075
TMEM239	0.0375
HYLS1	1.485
MYL4	118.6025
PIM3	40.99
ASPH	42.0625
SPRED2	10.4
WWP2	10.2375
GFPT1	8.835
UVRAG	6.01
TMEM207	0
ITSN2	12.5725
NTRK1	0.905
MGEA5	38.6225
TXNRD1	35.525
NRARP	5.1375
TPM2	452.4725
SH3BGRL2	4.52
YTHDF2	12.5525
DOPEY1	3.1925
ATL1	0.915
CNGA1	0.5125
MAFK	46.115
C1orf228	0.735
GPN1	10.5875
PLN	851.7
ITGBL1	5.705
KCNRG	0.2625
LYRM2	9.275
WDHD1	0.3225
DDX39B	13.47
SLC34A3	0.075
RD3	0.05
ARC	0.13
BCKDHB	9.0975
ZNF536	1.1475
MMP17	1.7975
BAZ1A	3.695
CCDC69	63.3425
MDM4	6.275
RYR2	188.2075
FAM3D	0
NCOA6	5.9975
STK39	7.2225
TAT	0.065
KAT6A	6.45
C6orf89	22.7425
FAM19A2	0.35
OR10G6	0
TTC37	12.325
TUSC1	6.88
PAPSS2	6.7275
SLC9A6	5.71
ABCA4	0.1925
PNPLA4	17.9125
ZCCHC6	4.1475
IPO9	9.9225
MT-CO2	32158.9625
GLMP	9.8475
TOGARAM1	3.8975
DLL1	8.95
ANKRD13B	6.8675
TEX45	0.1425
MT-CYB	32717.02
PPP1R14C	45.5675
CTR9	8.4425
SMOC1	1.5875
F5	7.53
LRRTM3	0.06
ZNF652	4.625
GRHL2	0.095
SMURF1	4.82
GPATCH3	4.925
CDC42BPB	30.555
PLXNB3	3.4125
COLGALT2	1.7125
EGFL6	0.0325
MT-ND2	26388.385
TNPO1	13.3525
APCDD1L	0.16
RCSD1	18.8575
RASSF9	1.1975
FAM169A	0.7825
ZNF830	4.7375
GRIN3A	0.275
TMEM184B	29.46
MTOR	13.615
PLOD1	45.3775
SCAMP5	1.55
ZNF521	4.5
ALPK2	30.7425
BRINP2	0.245
LRIG2	1.935
MT-CO1	47610.6625
PAX9	0.06
FOXJ3	10.9275
CD247	1.1325
GRM3	0.0525
CHAMP1	3.0625
GJC2	1.5025
ITGAE	10.7125
DENND4B	32.74
RYR3	0.14
ZNF277	5.0125
MT-ND3	25040.585
DUSP27	52.6575
ARHGEF15	16.7475
TOX	0.38
DIS3	5.6625
RUSC2	11.055
FICD	1.6325
R3HDM4	22.015
LTN1	2.7025
RUNDC1	5.7125
CCDC152	0.8825
STKLD1	0.6475
GRK5	29.12
DCAF12	6.8925
ASB12	1.25
MT-ND4	39693.255
SMC5	4.395
TDRD3	6.61
SHISA4	85.2775
CIPC	12.78
TOP1	11.3975
MAP3K3	27.0025
L1CAM	5.0975
NUFIP1	0.99
POU3F3	0.0775
RASGEF1A	0.59
DZIP3	3.855
KIAA0753	1.76
DCLRE1A	1.4125
ATG9A	45.79
APRT	31.4675
PDS5B	4.745
MT-CO3	30065.1775
SOWAHA	0.03
L3MBTL3	1.465
DMD	29.935
NAGA	8.395
SMG5	37.6825
KIF1BP	14.895
OXCT1	65.2525
TGM2	316.245
RORB	0.6225
SGMS1	8.3025
OR10R2	0
OR10Z1	0
EPYC	0.0275
CYLD	7.725
SNORA21	0
SLC27A5	5.4125
SNORD9	0
ADIPOR2	18.04
SNORA31	2.3175
FAT1	18.6925
CHMP2B	12.955
RNU6-1128P	0
STARD7	85.4125
NOA1	5.2425
HAL	0.2675
APLP2	149.445
FAM234B	0.88
SNORD1B	0
EIF3I	68.745
NKAIN1	0.15
SNORD44	0
COL16A1	10.575
TXLNA	8.8
UPP2	0.0525
AGBL5	6.115
SNORD35A	0.4575
EFR3B	1.095
KIF3C	2.5725
RAB10	38.265
HADHA	255.005
MAPRE3	37.0975
CAD	9.5375
SNORD18A	0
CD82	25.695
BCORL1	3.4325
ATRX	10.3575
MYNN	4.08
MECOM	4.91
SCAMP1	7.4425
PREP	10.0825
HACE1	3.08
CFTR	0.25
WDR47	6.27
RNU1-24P	0
WDFY1	9.275
SNORD73B	0
SLC25A24	5.1225
MAP3K4	8.2425
IGSF9	0.1125
ZNF213	6.76
RNU4-75P	0
PROM1	1.1125
CPNE3	17.825
RNU1-93P	0
RRN3	7.81
WNT11	5.685
MTIF2	15.7875
SNORD52	0
RNU6-967P	0
RNA5SP363	0
EPS15	16.2275
RNU6-619P	0
ORC1	0.155
RNU6-580P	0
SNORD38A	0
MGST2	46.14
CHERP	12.5175
7SK	33.855
POMGNT1	46.03
RAD54L	0.765
SNORD82	0
B4GALT1	26.6825
CHMP5	22.725
RNU4-2	0
EFCAB2	12.5175
COX20	41.1675
NFX1	12.2325
STUM	0.9475
CAPN8	0.2425
TATDN3	8.39
C1orf53	3.64
SAMD5	0.29
GJE1	0
ECT2L	0.6925
METTL11B	0.63
FAM229B	30.3625
FANK1	0.375
DIMT1	9.665
DDO	8.34
PLPP4	0.0725
RBM20	24.1475
IPO11	7.72
C6orf163	0.8075
GDI1	88.89
PCMTD2	28.695
SOX18	38.165
C1orf146	0.1275
FOLH1	0.3125
C10orf62	0.2925
SAMD13	0.3575
CCDC160	0
EFCAB7	1.9425
GLYATL3	0
ZYG11A	0.0625
EIF2AK1	23.7075
GLT6D1	0.0075
LRIT2	0.0075
LRRC73	1.18
NME8	0.045
FOXO6	1.11
MAFB	7.2025
TRAF3IP1	6.1925
GIGYF2	22.635
EPDR1	19.0475
NHSL2	0.585
PHACTR4	4.5375
ZDHHC18	9.315
GPRIN2	0.015
SNX10	0.8775
TMEM57	4.8875
ZDBF2	0.89
TXNDC8	0
AWAT1	0.0125
DAXX	3.6475
BMPR2	9.41
TCEA3	38.0775
PFDN6	7.4325
RING1	0.0925
HSD17B8	2.2025
RXRB	5.135
COL11A2	0.0675
BRD2	22.635
COL5A2	4.9625
PSMB8	1.15
MRPL28	47.895
NOTCH4	4.915
PAFAH1B1	42.11
PBX2	1.745
AGER	0.1175
RNF5	5.7325
AGPAT1	17.4675
PJVK	1.13
PRRT1	0.155
MRPL38	56.2325
ERICH2	0.8825
ITPKC	8.945
SP5	0.1225
STK19	1.985
BTBD17	0.0075
DXO	6.125
SKIV2L	7.3
EHMT2	1.2225
FAT2	0.035
LAYN	2.5625
SLC44A4	0.0075
NEU1	1.545
VWA7	0.73
MBD5	6.15
MPIG6B	0.13
LY6G6C	0.01
ABHD16A	1.145
CSNK2B	8.1375
GPANK1	1.1675
C6orf47	0
APOM	0.09
ERO1B	3.43
PRRC2A	2.4125
NFKBIL1	0.115
CCHCR1	1.855
PSORS1C2	0.055
ZFAND6	32.7575
CDSN	0.035
C6orf15	0
DHX16	2.225
C6orf136	3.82
MRPS18B	10.2625
PPP1R10	1.02
ABCF1	3.4
HSD17B2	0.0475
